SBDT,SBDR,Vbat,HT,GPSYear,GPSMonth,GPSDay,GPSHour,GPSMinute,GPSSecond,GPSLatitude,GPSLongitude,GPSSatNum,GPSHDOP,GPSTTFF,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,Unused
5,2,10,62.3,2020,7,10,12,0,0,70.22145,73.84334,20,0.6,2,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,20.95,0
